# Shape,Cry_st,Density,Lx,Ly,Lz,C00,C01,C02,C03,C04,C05,C11,C12,C13,C14,C15,C22,C23,C24,C25,C33,C34,C35,C44,C45,C55,(omega^2)_0,(omega^2)_1,(omega^2)_2,(omega^2)_3,(omega^2)_4,(omega^2)_5,(omega^2)_6,(omega^2)_7,(omega^2)_8,(omega^2)_9,(omega^2)_10,(omega^2)_11,(omega^2)_12,(omega^2)_13,(omega^2)_14,(omega^2)_15,(omega^2)_16,(omega^2)_17,(omega^2)_18,(omega^2)_19,(omega^2)_20,(omega^2)_21,(omega^2)_22,(omega^2)_23
0.000000000000000000e+00,0.000000000000000000e+00,7.289676434755814505e+00,2.559350310334508882e-01,1.451931253081965301e-01,4.921638552189437910e-01,4.821241581044827029e+00,1.116721317001571345e-01,9.854387253331506336e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.932529477920094552e-01,1.226893704099821514e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.251559379807686057e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.842320713927706244e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.619643424855334413e-02,0.000000000000000000e+00,5.060540530437662721e-02,1.697289852687988987e-01,6.592939535381888705e-01,7.397433294481861044e-01,1.460123349275548543e+00,1.620281430831946867e+00,1.740528538309076723e+00,2.924403244776140998e+00,2.960371493045391489e+00,3.406487110300074228e+00,3.424416925085792318e+00,3.717409572260855111e+00,3.773089400499913815e+00,4.112143744438471415e+00,4.203718632622800655e+00,4.785448082290233884e+00,5.126349698410577638e+00,5.785904790782334217e+00,5.932451134162426420e+00,6.707041873321629488e+00,6.734039120917760357e+00,6.781385163890419676e+00,6.966648314521643570e+00,7.782545708889220037e+00,7.833177453274975832e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.803316938322375940e+00,3.749698841490218260e-01,1.143982261321395827e-01,3.000594986189971669e-01,5.140967163362075709e+00,1.570369745004352169e-01,7.317416469602341933e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.616934073429299623e+00,2.329522910902226407e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.539584416902333608e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.365603044675891997e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.651928105630813715e-02,0.000000000000000000e+00,2.318718989528095187e-01,3.145446676000099862e-01,1.818085099755518019e+00,1.988923696714065770e+00,2.288735862380085528e+00,3.146527284384864398e+00,3.315688712581660980e+00,3.956298917487897970e+00,4.940508216233631344e+00,5.018084791612018591e+00,5.029512108365376655e+00,5.932588325662994322e+00,6.207277498908934987e+00,7.195511409868773356e+00,7.275745402797752170e+00,7.347620075664414330e+00,8.984687880014984529e+00,9.734099193611077894e+00,1.057673128731976142e+01,1.095666692703334455e+01,1.183894856261313677e+01,1.191204765886253547e+01,1.280258010574083372e+01,1.333427897325607780e+01,1.449170671918858666e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.343789006012759302e+00,2.439111055291793284e-01,1.075713785410850193e-01,4.739957003745590702e-01,5.621098605389013292e-01,1.618987069895786446e-01,1.602230048867576973e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.868462747659091150e+00,1.314824643388656789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.636369026854457065e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.403696962732185138e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.571715206371414375e-01,0.000000000000000000e+00,2.549261745575319149e-01,1.265636541922395830e-01,1.589164627185313816e-01,3.253193387961699212e-01,6.796128927294582400e-01,8.045757943983186111e-01,1.021721100941650251e+00,1.163496278660841377e+00,1.567578971351789363e+00,2.173181317476192032e+00,2.173600649297424692e+00,2.830369170178979932e+00,3.444541475438437139e+00,3.545590210917629825e+00,3.886892593177139421e+00,4.709711871168173580e+00,4.964673931041785337e+00,5.207901499268418277e+00,5.920736291026948983e+00,6.532732436552284305e+00,6.550971945490526416e+00,6.957488617403638997e+00,7.500762684779765266e+00,7.502818712138791035e+00,7.708583234028962394e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.806435996895739748e+00,3.822541156143179353e-01,4.950768740356990549e-01,1.576511406930632131e-01,4.712807381046093091e+00,1.900632279512131650e-01,5.750312911739247079e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.835877586259286209e-01,2.292955588680259948e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.414281232530131049e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.817052350967588437e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.216621351580855492e-01,0.000000000000000000e+00,2.569477213496264012e-01,4.740014329484841804e-01,5.558725450718586814e-01,1.346573013536800811e+00,1.601219172954873704e+00,2.077341729487322208e+00,2.498609431154929617e+00,2.593868782863843148e+00,3.279729874128784584e+00,3.544218010699172972e+00,3.688721174385391155e+00,4.950280689165536430e+00,5.156392482802491628e+00,5.684104011455811900e+00,6.129762462784290378e+00,6.245199806508970219e+00,6.398436600043152289e+00,6.605730708036524845e+00,7.295834732603229789e+00,7.658370730793219394e+00,8.023699217185694010e+00,8.554684577229838993e+00,8.792755047536889634e+00,9.304417423974538082e+00,9.513695957430130079e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.724055802869640885e+00,4.961270917690707161e-01,3.034470013159155100e-01,4.279453266026041480e-01,1.433894496474572122e+00,2.261992870403708444e-01,1.051930081569140696e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.175594120886337857e-01,1.187611832921821320e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.398867489184389523e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.129926533442733083e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.630871419692676849e-01,0.000000000000000000e+00,5.456112845385488463e-02,4.334280360790270792e-01,9.478081129013323780e-01,1.051272032379985344e+00,1.556126613533253211e+00,1.698283990132571919e+00,1.833597470301001175e+00,2.704085912150558269e+00,2.768138198776540548e+00,2.880993416483472291e+00,3.544059483824041124e+00,4.000948745384975247e+00,4.107079796224189394e+00,4.472533251382437847e+00,4.706207251589638929e+00,4.899136874482858062e+00,4.901062524694154376e+00,4.916839636035366112e+00,5.168762169600440437e+00,5.195091858522257411e+00,5.353168279782609673e+00,5.358131278768925476e+00,5.679674930023496771e+00,6.031497275419171800e+00,6.189371980849096566e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.450494181245335135e+00,4.697135288347414339e-01,4.243991777283989131e-01,4.539866648424664142e-01,1.516054872745322024e+00,5.834661838953555946e-02,2.380066598946390388e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.415951982229193717e+00,1.932137768613140794e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.875301223944736417e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.970453517380997555e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.673134911340003583e-02,0.000000000000000000e+00,2.158734341099179388e-01,3.396692921457950542e-01,5.137004339541981768e-01,1.098654146077315374e+00,1.226344976194464031e+00,1.730764417935815702e+00,2.356814747671645893e+00,2.439285527632842676e+00,2.561195719853663899e+00,3.007544897736590173e+00,3.022294627492325692e+00,3.171517741456187700e+00,4.068775557693680156e+00,4.529328856466156239e+00,4.639504690678244003e+00,4.717410038514203485e+00,4.988154756944401136e+00,5.068972859788278384e+00,5.933878746299281026e+00,6.336184358751506096e+00,6.616144870802833644e+00,6.853176904088465804e+00,6.893347309472012796e+00,7.158268394579600624e+00,7.314338462354225356e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.808153150452373126e+00,3.465496197181782562e-02,3.405375347162118982e-01,2.156422143853478912e-01,4.784515307036423692e+00,1.087440007749307103e-01,1.473598338294636600e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.664420595308613748e+00,6.625759118085383648e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.719243861029852827e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.305227105503873886e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.143948525001698135e-01,0.000000000000000000e+00,2.879896652172037053e-02,1.056256428459932950e-01,4.001184740919810912e-01,6.556172135202761320e-01,1.418267815766987461e+00,1.812389406331432307e+00,3.106018640213912718e+00,3.478705417333093575e+00,3.616608608402084979e+00,3.670109842240115938e+00,3.939146585290608016e+00,4.119554910403222969e+00,4.781257162878008060e+00,5.278036483775011334e+00,5.947232763353439644e+00,6.037993071814141466e+00,7.918060508343325310e+00,8.111460192952334225e+00,9.017671785329056888e+00,1.013760779000554102e+01,1.044047699565511600e+01,1.152282216091264289e+01,1.156507823580189687e+01,1.255355147998965926e+01,1.360577838660901229e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.985797291906379769e+00,1.407122787798607555e-01,2.309643304192942892e-01,3.568684177411781122e-01,1.337856763730475018e+00,2.571647416312722867e-01,7.342435415541470611e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.727072270690623412e+00,9.761388104862434023e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.519078803177670078e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.585416808298245606e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.098550801410016486e-01,0.000000000000000000e+00,1.537500260043485889e-01,1.151673637251506427e-01,3.398868806018229827e-01,4.604701466343495975e-01,1.081714661355343443e+00,1.150579282298282990e+00,1.836423240840631577e+00,1.919944293883322217e+00,2.365089919117134176e+00,2.579561835801400527e+00,3.091982400624261995e+00,3.640171868398839550e+00,4.265507579327143972e+00,4.382540970305327299e+00,4.672129833102945717e+00,5.245089351595137117e+00,5.611620350750785136e+00,5.999244977559005321e+00,6.528635455637843421e+00,7.339793009791126366e+00,7.387994047963651667e+00,7.820286833432729345e+00,7.871356112725251819e+00,8.343944956197409724e+00,8.552511265690307951e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.804207357509934440e+00,2.827268855802758107e-01,3.130203059590939141e-01,1.213446418321246500e-01,3.449273597192009433e+00,6.810890781352985091e-02,1.179275396898818995e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.816757044576443825e+00,2.557913359661161401e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.642039731571205419e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.538318953151635859e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.124989351017416150e-02,0.000000000000000000e+00,5.586183937763539165e-02,3.339884886033332445e-01,1.320596696989087659e+00,2.675388058912171019e+00,3.316303265712532866e+00,3.673624275619117530e+00,3.712692233017805155e+00,5.129474714922144685e+00,5.320460868178892966e+00,5.548951639013512072e+00,5.571064996539910830e+00,6.036546090836945488e+00,7.978640483088446089e+00,9.051054566685159841e+00,9.293257209968611932e+00,9.628910081122590725e+00,1.013749901239404316e+01,1.023680659560975315e+01,1.050432150312251345e+01,1.120048486493361217e+01,1.196597087446091656e+01,1.366627167677183685e+01,1.379808708302102005e+01,1.529527539499701660e+01,1.627476504541837699e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.963078800431564019e+00,1.253533335138052041e-01,1.524417774405537884e-01,1.535392811303536720e-01,3.911348051673929405e+00,2.113681183030372557e-01,2.518482284275051497e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.650346159536195678e+00,7.570101021156516730e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.886731828803545508e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.864160762787447689e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.235085667019525157e-01,0.000000000000000000e+00,1.940205599599981456e-01,1.580835132541081478e+01,2.205343684244785152e+01,3.330298193911450966e+01,3.730593169669108278e+01,3.863881316586872572e+01,4.181535332754263834e+01,5.080331616909875692e+01,5.295606062296951677e+01,5.690941164452391376e+01,6.506541133884707051e+01,7.176985337993916403e+01,7.522963970410638979e+01,7.648362523379077516e+01,8.179448291914874858e+01,8.740013120989813444e+01,9.570838495077335040e+01,9.881150693876435298e+01,1.004411087054699294e+02,1.066686254188071530e+02,1.202143035460285603e+02,1.250978215313036941e+02,1.263658541289630506e+02,1.294138921352743807e+02,1.332572867734160695e+02
0.000000000000000000e+00,0.000000000000000000e+00,3.133911418531993398e+00,2.352086611215017664e-01,1.165414788714728561e-01,2.686071310458004180e-01,3.478713407953957670e+00,2.224794755626199327e-01,7.584117654739927494e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762753124537337346e+00,3.001131522365968474e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.722251183317043299e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.461983431314031634e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.623889839747203578e-02,0.000000000000000000e+00,2.527820332937450454e-01,1.679292772211841589e+00,5.562978738807050405e+00,7.036847997831607415e+00,7.716651115478571299e+00,8.817693203341482544e+00,1.182362666040422639e+01,1.265802117434718710e+01,1.709609831181172268e+01,1.810169071641089289e+01,1.895910052003918977e+01,2.678570861502711864e+01,2.742692406220919565e+01,2.985741339478892797e+01,3.181566199432336717e+01,3.858314937271798328e+01,4.036473220018226726e+01,4.063341653362516581e+01,4.234158472456738309e+01,4.352301707011179133e+01,4.497351842899205110e+01,4.503461026206745288e+01,4.504243520746850749e+01,4.505096312936488090e+01,5.016957491640990696e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.814660703163823996e+00,1.494676311448188688e-01,3.097020780456554157e-01,4.416484752669038172e-01,2.433518988426582652e+00,1.146169019435649972e-02,7.216086438688873450e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.582096307906801336e+00,3.455348582473694030e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.179081870143518174e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.335608340896438428e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.992560831362903739e-01,0.000000000000000000e+00,1.411274345912880424e-01,1.231810567822331226e+00,5.970960327862907313e+00,6.792249412193996250e+00,7.840165578809131119e+00,8.223280999574637207e+00,8.619995835874425083e+00,9.846257774730538870e+00,1.193271050382966258e+01,1.223312593942155857e+01,1.640893731884664319e+01,1.673556606229131205e+01,1.719806534092572647e+01,1.938138626891737104e+01,1.967338303151908008e+01,2.003260003051631699e+01,2.539007561588614692e+01,2.605920750382259499e+01,2.805124909943209488e+01,2.876756651087480776e+01,3.222329290165006199e+01,3.269707598480067645e+01,3.486028776830328724e+01,3.832434966275745580e+01,3.868690205115860437e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.141240229853714538e+00,1.747230961196432619e-01,2.906181299387628481e-01,3.432512838896538132e-01,2.886328773996226449e+00,1.662636852377416263e-01,2.203375840640262318e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.544148745344470663e+00,5.462577819525535339e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.203067039199103405e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.629298019262145125e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.164580226741909641e-02,0.000000000000000000e+00,2.809315380827743236e-01,6.451426374303385058e-01,1.127751927471759785e+00,1.415164251608493684e+00,2.564812369796632741e+00,3.204442042951815228e+00,3.627212733516745669e+00,4.353457342292480270e+00,4.503121432369510124e+00,5.047556965255203032e+00,5.285530355243215794e+00,5.696706791557270222e+00,7.337922230674004176e+00,7.465079945790465743e+00,7.758641578678338924e+00,7.843483029591761913e+00,8.508918529164098743e+00,8.827771907575801436e+00,8.876612538331619007e+00,8.885175539645940646e+00,9.369490219817253163e+00,9.529665957360020201e+00,1.024078206832683335e+01,1.151330000581105573e+01,1.153966054068272484e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.636750039703746218e+00,1.108350226881606448e-01,2.090152121886497127e-01,3.368409947070395982e-01,3.689866561619654650e+00,2.598297494342258762e-01,5.471424483119094462e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.302750914641660707e+00,3.860554010078176557e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.383381513335844915e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.944649130178901841e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.881300235329516068e-01,0.000000000000000000e+00,2.171798535856222512e-01,8.444729968323868574e-01,3.557782600718507826e+00,4.383766063781853184e+00,7.569643138305377938e+00,7.855479003650671643e+00,1.061188579028926071e+01,1.215933133761214613e+01,1.656923554101254936e+01,1.667438446957641673e+01,1.872718896782363274e+01,2.430434557797570605e+01,2.601656856436292387e+01,2.615841245536680404e+01,2.717835532111121211e+01,3.058610043062266826e+01,3.096118745782757031e+01,3.133019124275313416e+01,3.271971596769738255e+01,3.392437236631678132e+01,3.462744482219736852e+01,3.584022137199263369e+01,3.707250856539006634e+01,3.943596591578847210e+01,4.315390905272966648e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.652234815657781297e+00,4.697306990227063661e-01,1.042017397929753397e-01,4.279135942298124551e-01,2.139770147125943822e+00,5.125704730451047242e-02,8.190245734329804073e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.600903292846319381e+00,1.094463097876589852e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.114311511846511227e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.728800908009327286e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.885115604571087067e-01,0.000000000000000000e+00,7.104060312525845022e-02,2.144509678620870607e-01,1.039081457147397636e+00,1.400250383555057487e+00,1.511710933532922185e+00,1.950667292563118105e+00,2.246325761489329054e+00,2.824672295267582012e+00,3.396822773881731816e+00,3.424560490265383894e+00,3.989531659817667553e+00,4.357084984127570060e+00,5.847007895777457165e+00,6.042949904994748600e+00,6.735616102513115599e+00,6.858705325008616072e+00,7.318358200858377849e+00,8.369996584502160886e+00,8.918336230276880272e+00,9.000970873888029189e+00,9.400567652109490524e+00,9.409186368952562773e+00,9.640952088273060383e+00,1.058781492576322592e+01,1.073947024237081926e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.316571922423499075e+00,4.496243300396651765e-02,1.199821991022150848e-02,1.384807336596279304e-01,5.285187583147116896e+00,1.239159882175860650e-01,1.755393007149791407e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.039052035350217285e+00,5.334389540704212451e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.707040460049837227e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.456735918823939324e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.359271660217179267e-01,0.000000000000000000e+00,2.543117322436503347e-01,1.099778800666897816e+01,1.215598162053228748e+01,5.605413328060227229e+01,7.036563208841737094e+01,7.735485101572209032e+01,1.544859545546523805e+02,2.194436782579478518e+02,2.390554997827365753e+02,3.361012175770173940e+02,3.789237963400428839e+02,4.795253700284727643e+02,5.345176870246743874e+02,5.511316892709714921e+02,6.206980919523218745e+02,8.572760570547063708e+02,9.695081700578482469e+02,1.020357474812314194e+03,1.062911386145415690e+03,1.148984845785322250e+03,1.163942471889909712e+03,1.215686622631672208e+03,1.325225265516470245e+03,1.359713570389754068e+03,1.515672172747350942e+03
